skill	content
finding_percents	1 is what percent of 4? %
finding_percents	3 is what percent of 10? %
finding_percents	what is 5% of 20?
finding_percents	4 is what percent of 20? %
finding_percents	2 is what percent of 25? %
finding_percents	what is 60% of 25?
finding_percents	200 is what percent of 1000? %
finding_percents	what is 90% of 200?
finding_percents	what is 80% of 5?
finding_percents	15 is what percent of 20? %
finding_percents	504 is what percent of 800? %
finding_percents	what is 20% of 20?
finding_percents	what is 9% of 100?
finding_percents	what is 50% of 10?
finding_percents	1 is what percent of 5? %
finding_percents	what is 60% of 1000?
finding_percents	14 is what percent of 20? %
finding_percents	what is 28% of 900?
finding_percents	what is 28% of 25?
finding_percents	what is 95% of 1000?
finding_percents	98 is what percent of 100? %
finding_percents	what is 39% of 400?
finding_percents	660 is what percent of 1000? %
finding_percents	24 is what percent of 100? %
finding_percents	what is 15% of 20?
finding_percents	what is 99% of 900?
finding_percents	216 is what percent of 400? %
finding_percents	9 is what percent of 10? %
finding_percents	425 is what percent of 500? %
finding_percents	what is 80% of 900?
finding_percents	what is 60% of 5?
finding_percents	3 is what percent of 4? %
finding_percents	120 is what percent of 600? %
finding_percents	what is 84% of 300?
finding_percents	490 is what percent of 1000? %
finding_percents	what is 45% of 20?
finding_percents	what is 66% of 1000?
finding_percents	264 is what percent of 600? %
finding_percents	335 is what percent of 500? %
finding_percents	what is 28% of 900?
finding_percents	170 is what percent of 1000? %
finding_percents	1 is what percent of 10? %
finding_percents	what is 75% of 4?
finding_percents	what is 43% of 800?
finding_percents	96 is what percent of 100? %
finding_percents	what is 36% of 25?
finding_percents	354 is what percent of 600? %
finding_percents	22 is what percent of 25? %
finding_percents	what is 34% of 1000?
finding_percents	24 is what percent of 25? %
finding_percents	what is 25% of 400?
finding_percents	3 is what percent of 10? %
finding_percents	4 is what percent of 5? %
finding_percents	32 is what percent of 50? %
finding_percents	what is 16% of 100?
finding_percents	12 is what percent of 20? %
finding_percents	152 is what percent of 200? %
finding_percents	2 is what percent of 4? %
finding_percents	810 is what percent of 900? %
finding_percents	21 is what percent of 25? %
finding_percents	what is 56% of 50?
finding_percents	what is 91% of 600?
finding_percents	what is 16% of 25?
finding_percents	what is 28% of 25?
finding_percents	4 is what percent of 10? %
finding_percents	what is 75% of 700?
finding_percents	what is 75% of 4?
finding_percents	what is 49% of 900?
finding_percents	what is 54% of 500?
finding_percents	3 is what percent of 5? %
finding_percents	790 is what percent of 1000? %
finding_percents	what is 75% of 4?
finding_percents	what is 60% of 5?
finding_percents	what is 90% of 500?
finding_percents	9 is what percent of 50? %
finding_percents	what is 69% of 1000?
finding_percents	what is 80% of 5?
finding_percents	what is 73% of 500?
finding_percents	52 is what percent of 400? %
finding_percents	what is 36% of 800?
finding_percents	6 is what percent of 20? %
finding_percents	10 is what percent of 50? %
finding_percents	what is 65% of 20?
finding_percents	1 is what percent of 5? %
finding_percents	52 is what percent of 200? %
finding_percents	what is 60% of 5?
finding_percents	870 is what percent of 1000? %
finding_percents	10 is what percent of 25? %
finding_percents	237 is what percent of 300? %
finding_percents	what is 80% of 25?
finding_percents	2 is what percent of 5? %
finding_percents	what is 86% of 1000?
finding_percents	40 is what percent of 200? %
finding_percents	what is 10% of 10?
finding_percents	88 is what percent of 200? %
finding_percents	2 is what percent of 4? %
finding_percents	1 is what percent of 4? %
finding_percents	219 is what percent of 300? %
finding_percents	2 is what percent of 4? %
finding_percents	what is 72% of 200?
finding_percents	10 is what percent of 50? %
finding_percents	what is 60% of 25?
finding_percents	what is 59% of 800?
finding_percents	what is 75% of 4?
finding_percents	51 is what percent of 100? %
finding_percents	what is 3% of 100?
finding_percents	264 is what percent of 800? %
finding_percents	what is 29% of 900?
finding_percents	what is 56% of 400?
finding_percents	930 is what percent of 1000? %
finding_percents	what is 56% of 400?
finding_percents	2 is what percent of 25? %
finding_percents	what is 4% of 25?
finding_percents	1 is what percent of 5? %
finding_percents	what is 83% of 700?
finding_percents	what is 54% of 1000?
finding_percents	what is 88% of 800?
finding_percents	what is 80% of 800?
finding_percents	what is 40% of 5?
finding_percents	450 is what percent of 600? %
finding_percents	what is 54% of 400?
finding_percents	7 is what percent of 10? %
finding_percents	what is 40% of 10?
finding_percents	what is 68% of 50?
finding_percents	what is 75% of 20?
finding_percents	what is 70% of 10?
finding_percents	4 is what percent of 20? %
finding_percents	147 is what percent of 300? %
finding_percents	what is 81% of 900?
finding_percents	what is 41% of 400?
finding_percents	372 is what percent of 400? %
finding_percents	what is 79% of 900?
finding_percents	225 is what percent of 300? %
finding_percents	what is 44% of 25?
finding_percents	what is 40% of 5?
finding_percents	216 is what percent of 800? %
finding_percents	what is 40% of 10?
finding_percents	what is 39% of 700?
finding_percents	what is 90% of 10?
finding_percents	329 is what percent of 700? %
finding_percents	26 is what percent of 50? %
finding_percents	what is 95% of 900?
finding_percents	what is 75% of 4?
finding_percents	what is 10% of 10?
finding_percents	what is 90% of 10?
finding_percents	19 is what percent of 50? %
finding_percents	what is 82% of 1000?
finding_percents	what is 32% of 25?
finding_percents	210 is what percent of 700? %
finding_percents	115 is what percent of 500? %
finding_percents	what is 98% of 600?
finding_percents	7 is what percent of 10? %
finding_percents	52 is what percent of 200? %
finding_percents	what is 10% of 20?
finding_percents	what is 30% of 50?
finding_percents	546 is what percent of 700? %
finding_percents	what is 15% of 20?
finding_percents	what is 40% of 5?
finding_percents	6 is what percent of 10? %
finding_percents	what is 90% of 10?
finding_percents	230 is what percent of 1000? %
finding_percents	425 is what percent of 500? %
finding_percents	what is 80% of 5?
finding_percents	what is 81% of 400?
finding_percents	what is 56% of 50?
finding_percents	what is 36% of 50?
finding_percents	what is 58% of 800?
finding_percents	3 is what percent of 5? %
finding_percents	567 is what percent of 900? %
finding_percents	what is 75% of 20?
finding_percents	what is 81% of 700?
finding_percents	252 is what percent of 700? %
finding_percents	what is 92% of 1000?
finding_percents	what is 60% of 10?
finding_percents	6 is what percent of 10? %
finding_percents	3 is what percent of 5? %
finding_percents	what is 58% of 600?
finding_percents	2 is what percent of 4? %
finding_percents	3 is what percent of 5? %
finding_percents	what is 57% of 400?
finding_percents	what is 19% of 800?
finding_percents	3 is what percent of 10? %
finding_percents	306 is what percent of 900? %
finding_percents	what is 16% of 25?
finding_percents	what is 95% of 20?
finding_percents	what is 13% of 400?
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	ling tried to solve an equation step by step. qquad begin aligned -2q+11&=-32 -2q&=-43& green step 1 q&=21.5& blue step 2 end aligned −2q+11 −2q q =−32 =−43 =21.5 find ling's mistake. choose 1 answer: a green step 1 step 1 b blue step 2 step 2 c ling did not make a mistake.
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for h . dfrac h 6-1 = -3 6 h −1=−3 h =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for m . 13 =2m+5 m =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for c . 43 =8c-5 c =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for y . 6=2(y+2) y =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for k : qquad-30 + k = 22 k=
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for p . 9(p-4)=-18 p =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for w . -4(w+1) = -24 w =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x . -30=5(x+1) x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for a . 4a+3 = 15 a =
linear_equations_2	below are the steps anya used to correctly solve the equation 2(x+1)= dfrac 1 5 x+3 2(x+1)= 5 1 x+3 for x . the result from step is missing. what could anya have written as the result from step 2 2 ? choose 1 answer: a dfrac 9 5 x=5 5 9 x=5 b dfrac 3 5 x+2=3 5 3 x+2=3 c dfrac 11 5 x+2=3 5 11 x+2=3 d dfrac 9 5 x+2=3 5 9 x+2=3
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	reduce to simplest form. - dfrac 7 10 - dfrac 7 6= − 10 7 − 6 7 =
linear_equations_2	solve for x: x =
linear_equations_2	solve for r . -13 = dfrac r9+8 −13= 9 r +8 r =
linear_equations_2	solve for x: x =
linear_equations_2	evaluate 9-b when b=8 .
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for n . 24=3(n-5) n =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	h(x) = 17+ dfrac x 6 h(x)=17+ 6 x h(-18)=
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for b . -11b+7 = 40 b =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x . -4.5 = -0.5(x-7.1)
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for n . 7n-4 = 31 n =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for m . 2 = dfrac m2-7 2= 2 m −7 m =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	find the value of integer m that makes the following equation true. (x-8)(x-3) = x^2-11x+ m (x−8)(x−3)=x 2 −11x+m m =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	evaluate. 4^3 + (-2)^4 = 4 3 +(−2) 4 =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for d . 41 =12d-7 d =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for j . dfrac j -2 + 7= -12 −2 j +7=−12 j =
linear_equations_2	solve for x: x =
linear_equations_2	solve the equation. qquad t + 25 = 26 t=
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	evaluate 5e div g-f when e=6 , f=5 , and g=3 .
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve the equation. qquad 18 + k = 30 k=
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for z . 42=-7(z-3) z =
linear_equations_2	solve for q . 3(q-7)=27 q =
linear_equations_2	solve for t . 2(t+1) = 10 t =
linear_equations_2	solve for g . 3 = dfrac g -4 -5 3= −4 g −5 g =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for x: x =
linear_equations_2	solve for k . dfrac k 4+ 3= 14 4 k +3=14 k =
linear_equations_2	solve for x: x =
angles_1	given the following: purple angle abc = 69^circ ∠abc=69 green angle dab = 135^circ ∠dab=135 ∘ what is blue angle acb ? ^circ ∘ a b c d green 135^circ 135 ∘ purple 69^circ 69 ∘ blue angle acb = ? note: angles not necessarily drawn to scale. given the following: purple angle abc = 69^circ ∠abc=69 green angle dab = 135^circ ∠dab=135 ∘ what is blue angle acb ? ^circ ∘ ^circ
angles_1	given the following: purple angle abc = 60^circ ∠abc=60 green angle acb = 62^circ ∠acb=62 ∘ what is blue angle dab ? ^circ ∘ a b c d green 62^circ 62 ∘ purple 60^circ 60 ∘ blue angle dab = ? note: angles not necessarily drawn to scale. given the following: purple angle abc = 60^circ ∠abc=60 green angle acb = 62^circ ∠acb=62 ∘ what is blue angle dab ? ^circ ∘ ^circ
angles_1	given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle akj = 61^circ ∠akj=61 green angle ahi = 63^circ ∠ahi=63 ∘ what is blue angle bac = ? ^circ ∘ a b c h j i k blue angle bac = ? purple 61^circ 61 ∘ green 63^circ 63 ∘ note: angles not necessarily drawn to scale. given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle akj = 61^circ ∠akj=61 green angle ahi = 63^circ ∠ahi=63 ∘ what is blue angle bac = ? ^circ ∘ ^circ
angles_1	given the following: purple angle abc = 68^circ ∠abc=68 green angle acb = 68^circ ∠acb=68 ∘ what is blue angle dab ? ^circ ∘ a b c d green 68^circ 68 ∘ purple 68^circ 68 ∘ blue angle dab = ? note: angles not necessarily drawn to scale. given the following: purple angle abc = 68^circ ∠abc=68 green angle acb = 68^circ ∠acb=68 ∘ what is blue angle dab ? ^circ ∘ ^circ
angles_1	given the following: purple angle abc = 56^circ ∠abc=56 green angle dab = 112^circ ∠dab=112 ∘ what is blue angle acb ? ^circ ∘ a b c d green 112^circ 112 ∘ purple 56^circ 56 ∘ blue angle acb = ? note: angles not necessarily drawn to scale. given the following: purple angle abc = 56^circ ∠abc=56 green angle dab = 112^circ ∠dab=112 ∘ what is blue angle acb ? ^circ ∘ ^circ
angles_1	given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle gcj = 63^circ ∠gcj=63 what is blue angle iak = ? ^circ ∘ d e f g i j k l a b c blue angle iak = ? green 63^circ 63 ∘ note: angles not necessarily drawn to scale. given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle gcj = 63^circ ∠gcj=63 what is blue angle iak = ? ^circ ∘ ^circ
angles_1	given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle cge = 33^circ ∠cge=33 what is blue angle agf = ? ^circ ∘ a b c d e f g green 33^circ 33 ∘ blue angle agf = ? note: angles not necessarily drawn to scale. given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle cge = 33^circ ∠cge=33 what is blue angle agf = ? ^circ ∘ ^circ
angles_1	given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle dgf = 27^circ ∠dgf=27 what is blue angle bge = ? ^circ ∘ a b c d e f g green 27^circ 27 ∘ blue angle bge = ? note: angles not necessarily drawn to scale. given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle dgf = 27^circ ∠dgf=27 what is blue angle bge = ? ^circ ∘ ^circ
angles_1	given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle dgf = 32^circ ∠dgf=32 what is blue angle bge = ? ^circ ∘ a b c d e f g green 32^circ 32 ∘ blue angle bge = ? note: angles not necessarily drawn to scale. given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle dgf = 32^circ ∠dgf=32 what is blue angle bge = ? ^circ ∘ ^circ
angles_1	given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle dgf = 18^circ ∠dgf=18 what is blue angle bge = ? ^circ ∘ a b c d e f g green 18^circ 18 ∘ blue angle bge = ? note: angles not necessarily drawn to scale. given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle dgf = 18^circ ∠dgf=18 what is blue angle bge = ? ^circ ∘ ^circ
angles_1	given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle akj = 58^circ ∠akj=58 green angle ahi = 61^circ ∠ahi=61 ∘ what is blue angle bac = ? ^circ ∘ a b c h j i k blue angle bac = ? purple 58^circ 58 ∘ green 61^circ 61 ∘ note: angles not necessarily drawn to scale. given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle akj = 58^circ ∠akj=58 green angle ahi = 61^circ ∠ahi=61 ∘ what is blue angle bac = ? ^circ ∘ ^circ
angles_1	given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle gcj = 70^circ ∠gcj=70 what is blue angle iak = ? ^circ ∘ d e f g i j k l a b c blue angle iak = ? green 70^circ 70 ∘ note: angles not necessarily drawn to scale. given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle gcj = 70^circ ∠gcj=70 what is blue angle iak = ? ^circ ∘ ^circ
angles_1	given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle iak = 66^circ ∠iak=66 what is blue angle gcj = ? ^circ ∘ d e f g i j k l a b c green 66^circ 66 ∘ blue angle gcj = ? note: angles not necessarily drawn to scale. given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle iak = 66^circ ∠iak=66 what is blue angle gcj = ? ^circ ∘ ^circ
angles_1	given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle bac = 55^circ ∠bac=55 green angle ajk = 63^circ ∠ajk=63 ∘ what is blue angle aih = ? ^circ ∘ a b c h j i k blue angle aih = ? green 63^circ 63 ∘ purple 55^circ 55 ∘ note: angles not necessarily drawn to scale. given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle bac = 55^circ ∠bac=55 green angle ajk = 63^circ ∠ajk=63 ∘ what is blue angle aih = ? ^circ ∘ ^circ
angles_1	given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle gcj = 68^circ ∠gcj=68 what is blue angle iak = ? ^circ ∘ d e f g i j k l a b c blue angle iak = ? green 68^circ 68 ∘ note: angles not necessarily drawn to scale. given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle gcj = 68^circ ∠gcj=68 what is blue angle iak = ? ^circ ∘ ^circ
angles_1	given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle iak = 68^circ ∠iak=68 what is blue angle gcj = ? ^circ ∘ d e f g i j k l a b c green 68^circ 68 ∘ blue angle gcj = ? note: angles not necessarily drawn to scale. given the following: overline de parallel overline fg de ∥ fg , line segments de and fg are parallel. overline kl perp overline de kl ⊥ de , line segments kl and de are perpendicular. green angle iak = 68^circ ∠iak=68 what is blue angle gcj = ? ^circ ∘ ^circ
angles_1	given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle agf = 71^circ ∠agf=71 what is blue angle cge = ? ^circ ∘ a b c d e f g green 71^circ 71 ∘ blue angle cge = ? note: angles not necessarily drawn to scale. given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle agf = 71^circ ∠agf=71 what is blue angle cge = ? ^circ ∘ ^circ
angles_1	given the following: purple angle abc = 64^circ ∠abc=64 green angle acb = 56^circ ∠acb=56 ∘ what is blue angle dab ? ^circ ∘ a b c d green 56^circ 56 ∘ purple 64^circ 64 ∘ blue angle dab = ? note: angles not necessarily drawn to scale. given the following: purple angle abc = 64^circ ∠abc=64 green angle acb = 56^circ ∠acb=56 ∘ what is blue angle dab ? ^circ ∘ ^circ
angles_1	given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle agf = 73^circ ∠agf=73 what is blue angle cge = ? ^circ ∘ a b c d e f g green 73^circ 73 ∘ blue angle cge = ? note: angles not necessarily drawn to scale. given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle agf = 73^circ ∠agf=73 what is blue angle cge = ? ^circ ∘ ^circ
angles_1	given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle bac = 48^circ ∠bac=48 green angle ajk = 65^circ ∠ajk=65 ∘ what is blue angle aih = ? ^circ ∘ a b c h j i k blue angle aih = ? green 65^circ 65 ∘ purple 48^circ 48 ∘ note: angles not necessarily drawn to scale. given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle bac = 48^circ ∠bac=48 green angle ajk = 65^circ ∠ajk=65 ∘ what is blue angle aih = ? ^circ ∘ ^circ
angles_1	given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle agf = 80^circ ∠agf=80 what is blue angle cge = ? ^circ ∘ a b c d e f g green 80^circ 80 ∘ blue angle cge = ? note: angles not necessarily drawn to scale. given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle agf = 80^circ ∠agf=80 what is blue angle cge = ? ^circ ∘ ^circ
angles_1	given the following: purple angle abc = 66^circ ∠abc=66 green angle acb = 62^circ ∠acb=62 ∘ what is blue angle dab ? ^circ ∘ a b c d green 62^circ 62 ∘ purple 66^circ 66 ∘ blue angle dab = ? note: angles not necessarily drawn to scale. given the following: purple angle abc = 66^circ ∠abc=66 green angle acb = 62^circ ∠acb=62 ∘ what is blue angle dab ? ^circ ∘ ^circ
angles_1	given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle agf = 74^circ ∠agf=74 what is blue angle cge = ? ^circ ∘ a b c d e f g green 74^circ 74 ∘ blue angle cge = ? note: angles not necessarily drawn to scale. given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle agf = 74^circ ∠agf=74 what is blue angle cge = ? ^circ ∘ ^circ
angles_1	given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle akj = 59^circ ∠akj=59 green angle ahi = 64^circ ∠ahi=64 ∘ what is blue angle bac = ? ^circ ∘ a b c h j i k blue angle bac = ? purple 59^circ 59 ∘ green 64^circ 64 ∘ note: angles not necessarily drawn to scale. given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle akj = 59^circ ∠akj=59 green angle ahi = 64^circ ∠ahi=64 ∘ what is blue angle bac = ? ^circ ∘ ^circ
angles_1	given the following: purple angle abc = 60^circ ∠abc=60 green angle acb = 70^circ ∠acb=70 ∘ what is blue angle dab ? ^circ ∘ a b c d green 70^circ 70 ∘ purple 60^circ 60 ∘ blue angle dab = ? note: angles not necessarily drawn to scale. given the following: purple angle abc = 60^circ ∠abc=60 green angle acb = 70^circ ∠acb=70 ∘ what is blue angle dab ? ^circ ∘ ^circ
angles_1	given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle bac = 52^circ ∠bac=52 green angle ajk = 65^circ ∠ajk=65 ∘ what is blue angle aih = ? ^circ ∘ a b c h j i k blue angle aih = ? green 65^circ 65 ∘ purple 52^circ 52 ∘ note: angles not necessarily drawn to scale. given the following: overline hi parallel overline jk hi ∥ jk , line segments hi and jk are parallel. purple angle bac = 52^circ ∠bac=52 green angle ajk = 65^circ ∠ajk=65 ∘ what is blue angle aih = ? ^circ ∘ ^circ
angles_1	given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle dgf = 29^circ ∠dgf=29 what is blue angle bge = ? ^circ ∘ a b c d e f g green 29^circ 29 ∘ blue angle bge = ? note: angles not necessarily drawn to scale. given the following angles: overline ab perp overline cd ab ⊥ cd , line segments ab and cd are perpendicular. green angle dgf = 29^circ ∠dgf=29 what is blue angle bge = ? ^circ ∘ ^circ
